Nome: sasa | Pontos: 1
Nome: fer | Pontos: 1
Nome: fer | Pontos: 1
Nome: fer | Pontos: 1
Nome: fer | Pontos: 1
Nome: fer | Pontos: 3
Nome: fer | Pontos: 3
Nome: fer | Pontos: 3
Nome: fer | Pontos: 1
Nome: fer | Pontos: 3
Nome: fer | Pontos: 3
Nome: fer | Pontos: 4
Nome: Sabrina | Pontos: 12
Nome: Sabrina | Pontos: 1
Nome: Sabrina | Pontos: 1
Nome: Sabrina | Pontos: 1
Nome: sabrina | Pontos: 1
Nome: nicolas | Pontos: 1
Nome: nic | Pontos: 3
